,Local,Algodão herbáceo (em caroço),Arroz (em casca),Café (em grão) Total,Feijão (em grão),Laranja,Mandioca,Milho (em grão),Soja (em grão),Trigo (em grão)
0,Oeste Paranaense,0,208,397,18165,215,8154,766269,987414,176720
